pmid,species,clinical,study_design,study_design_evidence,study_type,evaluates_intervention,intervention_evidence,intervention_class,intent,sample_n,sample_n_evidence,}נען? } Assistant  Nakne 天天中彩票网  ฝ่ายขายข่าว  Аԥс жәа? тру. to=final code 码                                 (json) 送彩金 ㋡ dbo  (The previous JSON has error extraneous). Need output valid. Let's correct. total no trailing. biomed JSON. 
25420847,human,True,retrospective_cohort,"Between July 1, 1991, and February 28, 2011, 535 isolated LTx were performed",clinical_cohort,True,Reduced-size lung transplantation (LTx) was promoted to shorten waiting times,Surgical / procedural,na,74.0,"including 74 in cystic fibrosis patients (8 L, 66 FS)",
25186813,human,False,other,In this review,methods_or_review,False,,,na,,,
25179205,animal,False,other,using a new experimental model,mechanistic_translational,False,,,na,,,
25260894,human,True,retrospective_cohort,retrospective observational study,clinical_cohort,False,,,na,230.0,We analysed a total of 230 lung transplants,
27833787,human,True,other,In this review,methods_or_review,False,,,na,226.0,comprising 226 subjects,
25220332,animal,False,other,Following syngeneic murine orthotopic lung transplantation (LTx) we administered antibodies (Abs),mechanistic_translational,True,we administered antibodies (Abs) to either Kα1T or Col-V or in combination to both of these self-Ags,Antibody / biologic,na,,,
25162457,human,True,retrospective_cohort,"single-center, retrospective, cohort study",clinical_cohort,False,,,na,24.0,Twenty-four patients met the inclusion criteria.,
25121476,human,True,retrospective_cohort,"A total of four LDLT patients and five pregnancies were identified, all from our institution.",case_report_series,False,,,na,4.0,A total of four LDLT patients,
25179441,animal,False,other,,mechanistic_translational,True,50x106 mesenchymal-stem-cells (MSC) were administered in the pulmonary artery (group 3) or nebulized endobronchially (group 4) before lung preservation.,Cell therapy,prevention,,,
25769073,human,True,retrospective_cohort,"A retrospective, cohort review of patients 18 years or older",clinical_cohort,True,changed our primary induction protocol from basiliximab with standard maintenance immunosuppression to alemtuzumab induction with reduced dose maintenance immunosuppression,Induction agent,prevention,,,
25099705,human,True,retrospective_cohort,Pre-LT and post-LT events were retrospectively analyzed.,clinical_cohort,True,nonspecific intravenous Ig (IVIg),Other pharmacological,prevention,84.0,in 54 of 84 consecutive recipients,
25169957,human,True,retrospective_cohort,We analyzed outcomes of 39 patients listed for retransplantation between 2008 and 2012.,clinical_cohort,True,"5 patients awake on ECMO support (awake bridging, Group 3)",Surgical / procedural,na,39.0,outcomes of 39 patients,
25070908,human,True,retrospective_cohort,Patient records were retrospectively reviewed.,clinical_cohort,False,,,na,546.0,546 patients underwent lung transplantation at our institution,
25118847,human,True,retrospective_cohort,We conducted a retrospective multicenter study of seven patients,case_report_series,True,underwent LT for cystic lung LCDD,Surgical / procedural,na,7.0,a retrospective multicenter study of seven patients,
25068264,human,True,retrospective_cohort,"retrospective, single-center, pilot review of 38 lung transplant recipients",mechanistic_translational,False,,,na,38.0,review of 38 lung transplant recipients,
25070600,human,True,retrospective_cohort,we evaluate retrospectively the results of LTx from donors outside standard criteria,clinical_cohort,True,"LTx from ""extended donor criteria""",Surgical / procedural,prevention,248.0,Two hundred and forty-eight patients underwent first time LTx,
25130554,human,True,other,Data were analyzed from 188 lung transplant recipients with a follow-up period up to 8 years.,clinical_cohort,False,,,na,188.0,Data were analyzed from 188 lung transplant recipients,
25106683,human,True,registry,The United Network for Organ Sharing database was retrospectively reviewed,registry,True,use of ABO compatible donors,Other,na,6655.0,"Of 6,655 double lung transplants",
25039364,human,True,rct,prospectively randomized in two groups,trial,True,"alemtuzumab, in combination with reduced levels of maintenance IS, was compared to thymoglobulin in combination with standard IS",Induction agent,prevention,60.0,Sixty consecutive patients,
25049068,human,True,rct,randomized (1:1) open-label superiority study,trial,True,de novo enteric-coated mycophenolate sodium (MPS) vs delayed-onset everolimus (RAD),mTOR inhibitor,prevention,,,
25004453,human,True,retrospective_cohort,retrospective single-center study,clinical_cohort,False,,,na,255.0,255 lung transplant recipients (LTR),
25002389,human,True,prospective_cohort,"prospective, nonrandomized, single-institutional clinical study",trial,True,normothermic ex vivo allograft blood perfusion using an organ care system (OCS),Surgical / procedural,prevention,159.0,"Over a 2-year period (January 2006 to July 2008), 159 adult cardiac allografts were transplanted.",
24983218,human,False,other,,methods_or_review,False,,,na,,,
26425619,human,True,other,We present a case of a lung transplant recipient treated with belatacept.,case_report_series,True,sirolimus was switched to belatacept,Other pharmacological,na,1.0,We present a case,
24906794,human,True,retrospective_cohort,retrospective analysis of spirometry performed at routine clinic visits,clinical_cohort,True,Extracorporeal photopheresis (ECP),Extracorporeal photopheresis,treatment_established_clad,,,
25050473,human,True,cross_sectional,"we measured 34 different cytokines, chemokines, and growth factors in bronchoalveolar lavage fluid of 20 stable patients, 20 patients suffering from non-neutrophilic BOS, 17 from neutrophilic BOS, and 20 from RAS",mechanistic_translational,False,,,na,,,
25151535,human,True,retrospective_cohort,A retrospective analysis of 107 patients with COPD receiving lung transplants,clinical_cohort,False,,,na,107.0,107 patients with COPD,
24842125,human,True,registry,Registry of the Japanese Society of Lung and Heart-Lung Transplantation,registry,False,,,na,61.0,Sixty-one lung transplantations were conducted throughout Japan in 2013,
24866539,mixed,False,other,Transfer of antigen-pulsed peripheral blood mononucleated cells (PBMCs) from Col V-reactive patients into SCID mouse footpads,mechanistic_translational,True,P2X7R antagonists,Other pharmacological,na,,,
24995808,human,False,other,This review,methods_or_review,False,,,na,,,
24787265,human,True,cross_sectional,,mechanistic_translational,False,,,na,53.0,Bronchoalveolar lavage (BAL) samples were collected from 53 recipients,
24792713,human,True,cross_sectional,,mechanistic_translational,False,,,na,48.0,"From 48 heart transplanted patients, 64 tissue specimens derived from right ventricular biopsies were available.",
24810480,human,True,retrospective_cohort,retrospective observational study using database information of our cohort,clinical_cohort,False,,,na,173.0,21 of 173 patients followed up,
24802006,human,True,other,,mechanistic_translational,False,,,na,418.0,of 418 LTx recipients,
24831685,human,True,cross_sectional,We performed bronchoscopies with bronchoalveolar lavage (BAL) on lung transplant recipients (46 procedures in 33 patients) and 26 non-transplant control subjects.,mechanistic_translational,False,,,na,59.0,46 procedures in 33 patients) and 26 non-transplant control subjects,
25412059,human,True,retrospective_cohort,we reviewed records for all ILD lung transplantation cases at our institution from 2000 to 2013,clinical_cohort,False,,,na,122.0,We analyzed 31 subjects with HP and 91 with IPF,
24750386,mixed,True,cross_sectional,,mechanistic_translational,False,,,na,,,
24725092,human,True,retrospective_cohort,A retrospective analysis of all LTR and heart-lung transplant recipients attending outpatient follow-up at our institution,clinical_cohort,False,,,na,78.0,Seventy-eight patients (9%) exhibited new pulmonary infiltrates and proceeded to bronchoscopy,
25043624,human,True,retrospective_cohort,A total of 184 LTx procedures performed under CPB were grouped depending on clamping...,clinical_cohort,True,"the ""no-clamp"" technique",Surgical / procedural,prevention,184.0,A total of 184 LTx procedures,
24621537,human,True,other,,clinical_cohort,False,,,na,503.0,"In 503 of 568 patients, the CAV-1 (rs3807989) polymorphism was successfully determined",
24778446,human,True,prospective_cohort,Longitudinal posttransplant monitoring,mechanistic_translational,False,,,na,2.0,in two genetically distinct individuals,
24748604,mixed,False,other,We performed adoptive transfer of mismatched splenocytes into recombinant activating gene 1 (Rag1)-deficient mice,mechanistic_translational,False,,,na,,,
24685381,human,True,retrospective_cohort,retrospectively analyzed,mechanistic_translational,False,,,na,142.0,A total of 57 recipients with irreversible fibrotic BOS and matched 85 recipients without BOS were retrospectively analyzed.,
24713820,human,True,prospective_cohort,To prospectively evaluate quantitative airway wall measurements,clinical_cohort,False,,,na,141.0,patients with (n = 25) and without (n = 116) BOS,
24512389,human,True,retrospective_cohort,We retrospectively compared 2939 BAL cell counts and immunophenotypes,clinical_cohort,False,,,na,317.0,We randomly assigned 317 subjects to a derivation or validation cohort,
24750288,human,True,prospective_cohort,from a prospective study of mental health during the first two yr post-transplant,clinical_cohort,False,,,na,64.0,Sixty-four patients (86% of survivors) were assessed,
24727334,human,True,retrospective_cohort,a retrospective case series at our institution and a review of the medical literature,case_report_series,False,,,na,70.0,We identified a total of 70 cases of LT after HCT,
24462412,human,True,retrospective_cohort,we retrospectively evaluated impact of donor smoking history and extent of smoking on midterm outcome after LTx,clinical_cohort,False,,,na,237.0,"In all, 237 LTx were performed in our institution between 2007 and 2012",
24598562,human,True,retrospective_cohort,This retrospective observational study,clinical_cohort,True,patients who were treated with domperidone,Other pharmacological,na,82.0,Of 82 patients,
24461432,human,True,retrospective_cohort,All 24 established RAS patients at our center were retrospectively included.,clinical_cohort,False,,,na,24.0,All 24 established RAS patients,
24445061,human,True,retrospective_cohort,239 Lung transplant recipients were retrospectively studied.,clinical_cohort,True,treatment response to azithromycin,Azithromycin / macrolide,treatment_established_clad,239.0,239 Lung transplant recipients were retrospectively studied.,
24832379,human,True,retrospective_cohort,We interrogated the registry database of all admissions to the MICU at Cleveland Clinic,clinical_cohort,False,,,na,101.0,n = 101,
24392140,human,True,other,,mechanistic_translational,False,,,na,,,
24471427,mixed,True,other,,mechanistic_translational,True,Treatment with low-molecular-weight HA,Other pharmacological,na,,,
25096855,human,True,cross_sectional,,mechanistic_translational,False,,,na,43.0,We analyzed the presence of anti-ETAR and anti-AT1R autoantibodies in 43 LTx patients,
24354907,ex_vivo_human,False,other,,mechanistic_translational,False,,,na,14.0,patients with rejected lung allografts treated by a second transplant (n = 7) ... unused donor (control) lungs (n = 7),
